Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Season
Antoine Wright,25.0,TOR,SF,67.0,10.0,20.8,2.4,6.0,40.0,0.9,2.6,34.61538461538461,1.6,3.4,47.05882352941177,47.5,0.8,1.1,72.72727272727273,0.6,2.3,2.8,1.1,0.4,0.2,0.9,2.0,6.5,No Awards,2009-10
Carlos Arroyo,30.0,MIA,PG,72.0,35.0,22.0,2.5,5.2,48.07692307692307,0.1,0.3,33.333333333333336,2.4,4.9,48.979591836734684,49.03846153846153,1.1,1.3,84.61538461538461,0.4,1.4,1.8,3.1,0.5,0.1,0.8,1.4,6.1,No Awards,2009-10
Juwan Howard,36.0,POR,C,73.0,27.0,22.4,2.6,5.1,50.980392156862756,0.0,0.0,0.0,2.6,5.1,50.980392156862756,50.980392156862756,0.8,1.0,80.0,1.5,3.1,4.6,0.8,0.4,0.1,1.0,2.6,6.0,No Awards,2009-10
Jason Williams,34.0,ORL,PG,82.0,18.0,20.8,2.3,5.2,44.230769230769226,1.0,2.7,37.03703703703704,1.3,2.5,52.0,53.84615384615385,0.4,0.5,80.0,0.1,1.5,1.5,3.6,0.6,0.0,1.1,0.8,6.0,No Awards,2009-10
Chris Andersen,31.0,DEN,PF,76.0,0.0,22.3,1.9,3.3,57.57575757575758,0.0,0.0,0.0,1.9,3.3,57.57575757575758,57.57575757575758,2.2,3.1,70.96774193548387,1.9,4.4,6.4,0.4,0.6,1.9,0.8,2.3,5.9,No Awards,2009-10
Nick Collison,29.0,OKC,C,75.0,5.0,20.8,2.4,4.1,58.53658536585367,0.0,0.1,0.0,2.4,4.1,58.53658536585367,58.53658536585367,1.0,1.4,71.42857142857143,2.0,3.1,5.1,0.5,0.5,0.6,0.8,3.1,5.9,No Awards,2009-10
Jared Jeffries,28.0,2TM,SF,70.0,37.0,25.6,2.0,4.5,44.44444444444444,0.3,1.0,30.0,1.7,3.5,48.57142857142857,47.77777777777777,1.1,1.7,64.70588235294117,1.9,2.3,4.1,1.4,0.9,1.0,1.1,2.9,5.3,No Awards,2009-10
Jared Jeffries,28.0,NYK,PF,52.0,37.0,28.1,2.0,4.4,45.45454545454545,0.4,1.2,33.333333333333336,1.6,3.2,50.0,50.0,1.2,1.8,66.66666666666666,1.9,2.4,4.3,1.6,1.0,1.1,1.2,3.0,5.5,No Awards,2009-10
James Posey,33.0,NOH,SF,77.0,2.0,22.5,1.6,4.5,35.55555555555556,1.1,3.1,35.483870967741936,0.6,1.3,46.15384615384615,47.777777777777786,0.9,1.0,90.0,0.4,3.9,4.3,1.5,0.5,0.2,0.7,2.6,5.2,No Awards,2009-10
Trenton Hassell,30.0,NJN,SF,52.0,31.0,21.3,1.7,4.2,40.476190476190474,0.0,0.1,0.0,1.7,4.1,41.463414634146346,40.476190476190474,1.0,1.3,76.92307692307692,1.1,1.8,2.9,1.0,0.3,0.2,0.9,1.8,4.5,No Awards,2009-10
Antawn Jamison,34.0,CLE,PF,56.0,38.0,32.9,6.7,15.6,42.94871794871795,1.6,4.7,34.04255319148936,5.1,10.9,46.78899082568807,48.07692307692308,3.1,4.2,73.80952380952381,1.5,5.2,6.7,1.7,0.9,0.5,1.4,2.4,18.0,No Awards,2010-11
Nick Young,25.0,WAS,SG,64.0,40.0,31.8,6.4,14.6,43.83561643835617,1.6,4.2,38.095238095238095,4.8,10.4,46.15384615384615,49.31506849315069,2.9,3.6,80.55555555555554,0.4,2.3,2.7,1.2,0.7,0.3,1.4,2.3,17.4,No Awards,2010-11
Jason Terry,33.0,DAL,SG,82.0,10.0,31.3,6.0,13.3,45.11278195488722,1.5,4.3,34.883720930232556,4.5,9.0,50.0,50.751879699248114,2.2,2.6,84.61538461538461,0.3,1.6,1.9,4.1,1.1,0.2,2.0,1.7,15.8,6MOY-2,2010-11
Wilson Chandler,23.0,NYK,SF,51.0,30.0,34.5,6.4,14.0,45.714285714285715,1.7,4.8,35.41666666666667,4.7,9.2,51.08695652173913,51.78571428571429,1.9,2.3,82.6086956521739,1.2,4.7,5.9,1.7,0.7,1.4,1.3,3.0,16.4,No Awards,2010-11
Lamar Odom,31.0,LAL,PF,82.0,35.0,32.2,5.8,10.9,53.21100917431192,0.8,2.2,36.36363636363637,4.9,8.7,56.32183908045978,56.88073394495413,2.0,3.0,66.66666666666666,2.1,6.5,8.7,3.0,0.6,0.7,1.7,2.4,14.4,6MOY-1,2010-11
Jamal Crawford,30.0,ATL,SG,76.0,0.0,30.2,4.8,11.5,41.73913043478261,1.6,4.6,34.78260869565218,3.3,6.9,47.826086956521735,48.69565217391304,2.9,3.4,85.29411764705883,0.3,1.4,1.7,3.2,0.8,0.2,1.9,1.3,14.2,6MOY-5,2010-11
Richard Hamilton,32.0,DET,SG,55.0,39.0,27.2,5.2,12.2,42.622950819672134,1.0,2.6,38.46153846153846,4.2,9.6,43.75000000000001,46.72131147540984,2.7,3.1,87.09677419354838,0.4,1.9,2.3,3.1,0.7,0.1,1.6,1.7,14.1,No Awards,2010-11
Lou Williams,24.0,PHI,SG,75.0,0.0,23.3,4.3,10.6,40.56603773584906,1.2,3.4,35.294117647058826,3.1,7.2,43.05555555555556,46.226415094339615,3.9,4.7,82.97872340425532,0.4,1.6,2.0,3.4,0.6,0.2,1.4,1.7,13.7,6MOY-6,2010-11
Leandro Barbosa,28.0,TOR,SG,58.0,0.0,24.1,5.1,11.3,45.13274336283185,1.2,3.7,32.43243243243243,3.8,7.6,50.0,50.44247787610618,1.9,2.4,79.16666666666666,0.2,1.5,1.7,2.1,0.9,0.1,1.4,1.9,13.3,No Awards,2010-11
Ramon Sessions,24.0,CLE,PG,81.0,38.0,26.3,4.5,9.6,46.875,0.0,0.2,0.0,4.4,9.4,46.808510638297875,46.875,4.3,5.2,82.6923076923077,0.6,2.6,3.1,5.2,0.7,0.1,2.2,1.1,13.3,No Awards,2010-11
Marcus Thornton,23.0,2TM,SG,73.0,23.0,24.3,4.8,11.1,43.24324324324324,1.2,3.3,36.36363636363637,3.6,7.8,46.15384615384615,48.648648648648646,2.0,2.5,80.0,0.8,2.7,3.5,1.8,0.9,0.1,1.3,1.5,12.8,No Awards,2010-11
C.J. Miles,23.0,UTA,SF,78.0,19.0,25.2,4.7,11.5,40.869565217391305,1.4,4.3,32.558139534883715,3.3,7.2,45.83333333333333,46.95652173913044,2.0,2.5,80.0,0.7,2.6,3.3,1.7,0.9,0.5,1.2,2.8,12.8,No Awards,2010-11
Thaddeus Young,22.0,PHI,PF,82.0,1.0,26.0,5.6,10.3,54.36893203883495,0.1,0.3,33.333333333333336,5.5,10.1,54.45544554455446,54.854368932038824,1.5,2.1,71.42857142857143,1.9,3.4,5.3,1.0,1.1,0.3,1.2,2.1,12.7,6MOY-3,2010-11
Shawn Marion,32.0,DAL,SF,80.0,27.0,28.2,5.4,10.4,51.92307692307693,0.1,0.4,25.0,5.4,10.0,54.0,52.40384615384615,1.6,2.1,76.19047619047619,2.1,4.8,6.9,1.4,0.9,0.6,1.6,1.8,12.5,No Awards,2010-11
J.R. Smith,25.0,DEN,SF,79.0,6.0,24.9,4.3,9.9,43.43434343434343,1.6,4.0,40.0,2.7,5.9,45.76271186440678,51.515151515151516,2.1,2.8,75.00000000000001,0.6,3.5,4.1,2.2,1.2,0.2,1.3,2.2,12.3,6MOY-10,2010-11
James Harden,21.0,OKC,SG,82.0,5.0,26.7,3.6,8.3,43.37349397590361,1.4,4.0,35.0,2.3,4.4,52.27272727272726,51.80722891566264,3.5,4.2,83.33333333333333,0.5,2.6,3.1,2.1,1.1,0.3,1.3,2.5,12.2,6MOY-7,2010-11
Corey Maggette,31.0,MIL,SF,67.0,18.0,20.9,3.8,8.3,45.783132530120476,0.4,1.2,33.333333333333336,3.4,7.2,47.22222222222222,48.192771084337345,4.0,4.9,81.63265306122447,0.7,2.9,3.6,1.3,0.3,0.1,1.9,2.6,12.0,No Awards,2010-11
Carl Landry,27.0,2TM,PF,76.0,26.0,26.4,4.5,9.0,50.0,0.0,0.1,0.0,4.5,9.0,50.0,50.0,2.8,3.8,73.68421052631578,2.2,2.4,4.6,0.8,0.5,0.4,1.4,2.6,11.9,No Awards,2010-11
Carl Landry,27.0,SAC,PF,53.0,16.0,26.5,4.5,9.1,49.45054945054945,0.0,0.1,0.0,4.5,9.1,49.45054945054945,49.45054945054945,2.9,4.1,70.73170731707317,2.4,2.4,4.8,0.9,0.6,0.4,1.5,2.4,11.9,No Awards,2010-11
Glen Davis,25.0,BOS,C,78.0,13.0,29.5,4.6,10.3,44.66019417475727,0.0,0.2,0.0,4.6,10.1,45.54455445544554,44.66019417475727,2.5,3.4,73.52941176470588,1.3,4.2,5.4,1.2,1.0,0.4,1.1,3.0,11.7,6MOY-4,2010-11
Ty Lawson,23.0,DEN,PG,80.0,31.0,26.3,4.3,8.6,50.0,0.9,2.1,42.857142857142854,3.5,6.5,53.84615384615385,55.23255813953488,2.2,2.8,78.57142857142858,0.8,1.8,2.6,4.7,1.0,0.1,1.7,1.7,11.7,6MOY-11,2010-11
Daniel Gibson,24.0,CLE,SG,67.0,15.0,27.8,3.9,9.9,39.39393939393939,1.8,4.4,40.90909090909091,2.2,5.5,40.0,48.48484848484848,2.0,2.4,83.33333333333334,0.4,2.3,2.6,3.0,0.7,0.3,1.2,2.3,11.6,No Awards,2010-11
George Hill,24.0,SAS,PG,76.0,5.0,28.3,3.8,8.3,45.783132530120476,1.0,2.7,37.03703703703704,2.8,5.6,50.0,51.80722891566264,3.1,3.6,86.11111111111111,0.3,2.3,2.6,2.5,0.9,0.3,1.3,2.0,11.6,6MOY-8,2010-11
O.J. Mayo,23.0,MEM,SG,71.0,17.0,26.3,4.3,10.5,40.95238095238095,1.4,3.7,37.83783783783783,2.9,6.8,42.64705882352941,47.61904761904761,1.4,1.8,77.77777777777777,0.5,1.9,2.4,2.0,1.0,0.4,1.4,1.8,11.3,6MOY-11,2010-11
Ben Gordon,27.0,DET,SG,82.0,27.0,26.0,4.1,9.4,43.61702127659574,1.3,3.2,40.625,2.8,6.1,45.90163934426229,50.53191489361703,1.7,2.0,85.0,0.5,1.9,2.4,2.1,0.6,0.2,1.7,2.2,11.2,No Awards,2010-11
Charlie Villanueva,26.0,DET,PF,76.0,11.0,21.9,4.1,9.3,44.08602150537634,1.6,4.3,37.2093023255814,2.5,5.1,49.01960784313726,52.68817204301074,1.2,1.5,80.0,0.7,3.2,3.9,0.6,0.6,0.6,0.9,2.3,11.1,No Awards,2010-11
Tyler Hansbrough,25.0,IND,PF,70.0,29.0,21.9,4.1,8.8,46.59090909090908,0.0,0.0,0.0,4.1,8.7,47.12643678160919,46.59090909090908,2.8,3.6,77.77777777777777,2.1,3.2,5.2,0.6,0.5,0.2,1.1,2.3,11.0,No Awards,2010-11
Gilbert Arenas,29.0,2TM,PG,70.0,16.0,25.7,3.8,10.5,36.19047619047619,1.4,4.7,29.78723404255319,2.5,5.8,43.10344827586207,42.857142857142854,1.7,2.2,77.27272727272727,0.3,2.4,2.7,3.9,1.1,0.3,2.5,2.7,10.8,No Awards,2010-11
Aaron Brooks,26.0,2TM,PG,59.0,12.0,21.8,3.7,9.9,37.37373737373738,1.2,4.0,30.0,2.5,5.9,42.3728813559322,43.43434343434343,2.1,2.4,87.50000000000001,0.3,1.0,1.3,3.9,0.6,0.1,1.7,1.9,10.7,No Awards,2010-11
Ryan Anderson,22.0,ORL,PF,64.0,14.0,22.3,3.5,8.2,42.6829268292683,2.1,5.3,39.62264150943396,1.4,2.9,48.275862068965516,55.487804878048784,1.5,1.8,83.33333333333333,2.0,3.5,5.5,0.8,0.5,0.6,0.8,2.1,10.6,No Awards,2010-11
Toney Douglas,24.0,NYK,SG,81.0,9.0,24.3,3.9,9.3,41.93548387096774,1.8,4.7,38.297872340425535,2.1,4.6,45.652173913043484,51.61290322580645,1.0,1.3,76.92307692307692,0.8,2.2,3.0,3.0,1.1,0.0,1.1,2.2,10.6,6MOY-14,2010-11
Jared Dudley,25.0,PHO,SF,82.0,15.0,26.1,3.7,7.7,48.05194805194805,1.3,3.1,41.935483870967744,2.4,4.6,52.17391304347826,56.493506493506494,2.0,2.7,74.07407407407408,1.4,2.5,3.9,1.3,1.1,0.2,0.9,1.7,10.6,No Awards,2010-11
Al Harrington,30.0,DEN,PF,73.0,3.0,22.8,3.8,9.2,41.30434782608695,1.6,4.5,35.55555555555556,2.2,4.8,45.833333333333336,50.0,1.2,1.6,74.99999999999999,1.0,3.5,4.5,1.4,0.5,0.1,1.5,2.8,10.5,No Awards,2010-11
Marcin Gortat,26.0,2TM,C,80.0,14.0,25.4,4.2,7.5,56.00000000000001,0.0,0.1,0.0,4.2,7.5,56.00000000000001,56.00000000000001,1.8,2.4,75.0,1.9,6.0,7.9,0.9,0.5,1.1,1.0,2.4,10.2,6MOY-9,2010-11
Marcin Gortat,26.0,PHO,C,55.0,12.0,29.7,5.3,9.5,55.78947368421052,0.0,0.1,0.0,5.3,9.4,56.38297872340425,55.78947368421052,2.3,3.2,71.87499999999999,2.0,7.3,9.3,1.0,0.5,1.3,1.2,2.5,13.0,No Awards,2010-11
JJ Redick,26.0,ORL,SG,59.0,5.0,25.6,3.3,7.6,43.42105263157895,1.5,3.7,40.54054054054054,1.9,3.9,48.717948717948715,53.289473684210535,1.9,2.2,86.36363636363636,0.1,1.8,1.9,1.7,0.5,0.1,0.9,1.4,10.1,6MOY-15,2010-11
Sasha Vujačić,26.0,2TM,SG,67.0,17.0,24.6,3.6,8.9,40.44943820224719,1.4,3.9,35.8974358974359,2.1,5.0,42.00000000000001,48.31460674157303,1.2,1.4,85.71428571428572,0.4,2.3,2.8,2.0,0.8,0.1,1.0,2.0,9.8,No Awards,2010-11
Sasha Vujačić,26.0,NJN,SG,56.0,17.0,28.5,4.1,10.2,40.19607843137255,1.7,4.6,36.95652173913044,2.4,5.7,42.10526315789473,48.52941176470588,1.4,1.7,82.35294117647058,0.5,2.7,3.3,2.3,0.9,0.1,1.1,2.3,11.4,No Awards,2010-11
Chase Budinger,22.0,HOU,SF,78.0,22.0,22.3,3.6,8.4,42.857142857142854,1.1,3.5,31.428571428571434,2.4,4.9,48.979591836734684,49.404761904761905,1.5,1.8,83.33333333333333,0.7,2.9,3.6,1.6,0.5,0.2,0.9,1.5,9.8,No Awards,2010-11
Randy Foye,27.0,LAC,SG,63.0,24.0,24.6,3.3,8.4,39.28571428571428,1.1,3.4,32.35294117647059,2.1,5.0,42.00000000000001,45.83333333333333,2.1,2.4,87.50000000000001,0.2,1.4,1.6,2.7,0.7,0.3,1.5,1.9,9.8,No Awards,2010-11
Gary Neal,26.0,SAS,SG,80.0,1.0,21.1,3.6,7.9,45.56962025316456,1.6,3.9,41.02564102564103,2.0,4.1,48.78048780487806,55.69620253164557,1.1,1.3,84.61538461538461,0.3,2.2,2.5,1.2,0.3,0.1,1.0,1.9,9.8,ROY-5,2010-11
Francisco García,29.0,SAC,SF,58.0,34.0,23.9,3.6,8.2,43.90243902439025,1.4,3.9,35.8974358974359,2.2,4.3,51.162790697674424,52.4390243902439,1.1,1.3,84.61538461538461,0.4,1.9,2.3,1.2,0.9,0.8,0.8,2.2,9.7,No Awards,2010-11
Jordan Farmar,24.0,NJN,PG,73.0,18.0,24.6,3.5,8.9,39.32584269662921,1.5,4.2,35.714285714285715,2.0,4.8,41.66666666666667,47.752808988764045,1.1,1.4,78.57142857142858,0.3,2.0,2.4,5.0,0.8,0.1,1.9,1.8,9.6,No Awards,2010-11
Gerald Henderson,23.0,CHA,SG,68.0,30.0,24.4,3.8,8.4,45.238095238095234,0.1,0.5,20.0,3.7,7.9,46.835443037974684,45.83333333333333,1.9,2.4,79.16666666666666,0.7,2.3,3.0,1.5,0.7,0.5,0.9,1.7,9.6,No Awards,2010-11
J.J. Barea,26.0,DAL,PG,81.0,2.0,20.6,3.5,8.0,43.75,0.8,2.3,34.78260869565218,2.7,5.7,47.36842105263158,48.75,1.6,1.9,84.21052631578948,0.4,1.6,2.0,3.9,0.4,0.0,1.7,1.7,9.5,No Awards,2010-11
Ersan İlyasova,23.0,MIL,PF,60.0,34.0,25.1,3.7,8.5,43.529411764705884,0.6,2.0,30.0,3.1,6.4,48.4375,47.05882352941176,1.6,1.7,94.11764705882354,1.8,4.3,6.1,0.9,0.9,0.4,1.1,2.7,9.5,No Awards,2010-11
Jerryd Bayless,22.0,2TM,PG,71.0,14.0,21.1,3.1,7.3,42.465753424657535,0.7,2.1,33.33333333333333,2.4,5.2,46.15384615384615,47.26027397260275,2.3,2.9,79.31034482758619,0.4,2.0,2.3,3.7,0.5,0.1,1.8,2.1,9.2,No Awards,2010-11
Jerryd Bayless,22.0,TOR,PG,60.0,14.0,22.5,3.4,7.8,43.58974358974359,0.8,2.2,36.36363636363637,2.6,5.6,46.42857142857144,48.717948717948715,2.6,3.2,81.25,0.4,2.1,2.5,4.0,0.6,0.1,1.8,2.2,10.0,No Awards,2010-11
Sonny Weems,24.0,TOR,SF,59.0,28.0,23.9,3.9,8.7,44.827586206896555,0.3,1.0,30.0,3.6,7.7,46.75324675324675,46.55172413793104,1.2,1.6,74.99999999999999,0.7,1.9,2.6,1.8,0.6,0.0,1.5,1.5,9.2,No Awards,2010-11
Reggie Williams,24.0,GSW,SF,80.0,9.0,20.3,3.4,7.2,47.22222222222222,1.3,3.0,43.333333333333336,2.1,4.1,51.21951219512195,56.25,1.3,1.7,76.47058823529413,0.6,2.1,2.7,1.5,0.4,0.0,0.7,1.6,9.2,No Awards,2010-11
Darrell Arthur,22.0,MEM,PF,80.0,9.0,20.1,3.9,7.8,50.0,0.0,0.1,0.0,3.9,7.7,50.649350649350644,50.0,1.4,1.7,82.35294117647058,1.4,2.8,4.3,0.7,0.7,0.8,1.1,2.9,9.1,No Awards,2010-11
Brandon Rush,25.0,IND,SG,67.0,21.0,26.2,3.2,7.7,41.55844155844156,1.4,3.3,42.42424242424242,1.9,4.4,43.18181818181818,50.64935064935065,1.2,1.6,74.99999999999999,0.5,2.7,3.2,0.9,0.6,0.5,1.0,1.6,9.1,No Awards,2010-11
Jarrett Jack,27.0,2TM,SG,83.0,15.0,20.7,3.1,7.7,40.25974025974026,0.4,1.3,30.76923076923077,2.7,6.4,42.1875,42.85714285714286,2.2,2.6,84.61538461538461,0.2,1.8,2.1,2.9,0.7,0.1,1.3,1.2,8.9,No Awards,2010-11
Tony Allen,29.0,MEM,SG,72.0,31.0,20.8,3.5,6.8,51.47058823529412,0.1,0.3,33.333333333333336,3.4,6.5,52.307692307692314,52.20588235294118,1.9,2.5,76.0,1.0,1.7,2.7,1.4,1.8,0.6,1.2,2.2,8.9,"DPOY-4,6MOY-11",2010-11
Jason Thompson,24.0,SAC,PF,75.0,39.0,23.3,3.6,7.1,50.70422535211267,0.0,0.0,0.0,3.6,7.1,50.70422535211267,50.70422535211267,1.6,2.7,59.25925925925925,1.9,4.1,6.1,1.2,0.4,0.6,1.3,2.8,8.8,No Awards,2010-11
Willie Green,29.0,NOH,SG,77.0,13.0,21.7,3.5,7.9,44.303797468354425,0.7,2.0,35.0,2.8,5.9,47.45762711864406,48.734177215189874,1.0,1.3,76.92307692307692,0.3,1.8,2.1,1.0,0.5,0.2,0.9,1.9,8.7,No Awards,2010-11
Omri Casspi,22.0,SAC,SF,71.0,27.0,24.0,3.2,7.7,41.55844155844156,1.3,3.5,37.142857142857146,1.9,4.2,45.238095238095234,50.0,1.0,1.4,71.42857142857143,1.0,3.3,4.3,1.0,0.8,0.2,1.0,1.6,8.6,No Awards,2010-11
Rudy Fernández,25.0,POR,SG,78.0,3.0,23.3,2.7,7.4,36.486486486486484,1.5,4.6,32.608695652173914,1.2,2.7,44.44444444444444,46.62162162162162,1.6,1.9,84.21052631578948,0.5,1.7,2.2,2.5,1.1,0.2,1.1,1.7,8.6,No Awards,2010-11
Kyle Korver,29.0,CHI,SG,82.0,0.0,20.1,3.0,6.8,44.11764705882353,1.5,3.5,42.857142857142854,1.5,3.3,45.45454545454546,55.14705882352941,0.9,1.1,81.81818181818181,0.1,1.7,1.8,1.5,0.4,0.2,0.7,1.9,8.3,No Awards,2010-11
Courtney Lee,25.0,HOU,SG,81.0,1.0,21.3,3.1,7.1,43.66197183098592,0.9,2.1,42.857142857142854,2.2,5.0,44.00000000000001,50.000000000000014,1.2,1.5,80.0,0.6,2.0,2.6,1.2,0.7,0.2,0.8,1.3,8.3,No Awards,2010-11
Corey Brewer,24.0,2TM,SG,69.0,24.0,21.9,2.8,7.1,39.436619718309856,0.4,1.6,25.0,2.4,5.4,44.44444444444444,42.25352112676057,2.0,2.8,71.42857142857143,0.8,1.7,2.5,1.3,1.4,0.2,1.3,2.3,8.0,No Awards,2010-11
Corey Brewer,24.0,MIN,SF,56.0,22.0,24.3,3.0,7.8,38.46153846153847,0.5,1.8,27.77777777777778,2.5,6.0,41.66666666666667,41.66666666666667,2.2,3.1,70.96774193548387,0.8,1.9,2.7,1.4,1.6,0.3,1.4,2.4,8.6,No Awards,2010-11
Tracy McGrady,31.0,DET,SG,72.0,39.0,23.4,3.2,7.1,45.07042253521127,0.4,1.2,33.333333333333336,2.7,5.9,45.76271186440678,47.88732394366198,1.3,1.8,72.22222222222221,0.7,2.8,3.5,3.5,0.9,0.5,1.4,1.4,8.0,No Awards,2010-11
Paul George,20.0,IND,SG,61.0,19.0,20.7,2.9,6.5,44.61538461538461,0.7,2.3,30.434782608695656,2.3,4.2,54.76190476190476,50.0,1.3,1.7,76.47058823529413,0.6,3.1,3.7,1.1,1.0,0.4,1.1,2.1,7.8,No Awards,2010-11
Ed Davis,21.0,TOR,PF,65.0,17.0,24.6,3.3,5.7,57.89473684210525,0.0,0.0,0.0,3.3,5.7,57.89473684210525,57.89473684210525,1.1,2.0,55.00000000000001,2.6,4.5,7.1,0.6,0.6,1.0,0.7,2.8,7.7,No Awards,2010-11
Austin Daye,22.0,DET,SF,72.0,16.0,20.1,2.7,6.5,41.53846153846154,1.0,2.4,41.66666666666667,1.7,4.2,40.476190476190474,49.23076923076923,1.1,1.5,73.33333333333334,0.9,2.9,3.8,1.1,0.5,0.5,0.8,2.3,7.5,No Awards,2010-11
Matt Bonner,30.0,SAS,PF,66.0,1.0,21.7,2.6,5.6,46.42857142857144,1.6,3.5,45.714285714285715,1.0,2.1,47.61904761904761,60.71428571428572,0.5,0.7,71.42857142857143,0.9,2.7,3.6,0.9,0.4,0.3,0.4,1.7,7.3,6MOY-15,2010-11
Evan Turner,22.0,PHI,SG,78.0,14.0,23.0,2.9,6.8,42.64705882352941,0.2,0.6,33.333333333333336,2.7,6.2,43.54838709677419,44.11764705882353,1.3,1.6,81.25,0.5,3.4,3.9,2.0,0.6,0.2,1.0,1.8,7.2,No Awards,2010-11
Keyon Dooling,30.0,MIL,PG,80.0,22.0,22.0,2.6,6.5,40.0,1.0,2.9,34.48275862068966,1.6,3.6,44.44444444444445,47.69230769230769,1.0,1.2,83.33333333333334,0.2,1.3,1.5,3.0,0.7,0.1,1.1,1.5,7.1,No Awards,2010-11
Taj Gibson,25.0,CHI,PF,80.0,19.0,21.8,2.9,6.3,46.03174603174603,0.0,0.1,0.0,2.9,6.2,46.774193548387096,46.03174603174603,1.3,1.9,68.42105263157895,2.0,3.7,5.7,0.7,0.5,1.3,0.9,2.5,7.1,No Awards,2010-11
Shawne Williams,24.0,NYK,PF,64.0,11.0,20.7,2.6,6.0,43.333333333333336,1.3,3.3,39.3939393939394,1.2,2.7,44.44444444444444,54.166666666666664,0.6,0.8,74.99999999999999,0.9,2.8,3.7,0.7,0.6,0.8,0.7,2.6,7.1,No Awards,2010-11
Eric Bledsoe,21.0,LAC,PG,81.0,25.0,22.7,2.5,6.0,41.66666666666667,0.4,1.4,28.571428571428577,2.1,4.6,45.652173913043484,45.0,1.2,1.6,74.99999999999999,0.8,1.9,2.8,3.6,1.1,0.3,2.4,1.6,6.7,No Awards,2010-11
Anthony Tolliver,25.0,MIN,SF,65.0,4.0,21.0,2.2,4.8,45.833333333333336,0.7,1.8,38.888888888888886,1.4,3.0,46.666666666666664,53.125000000000014,1.6,2.0,80.0,1.4,3.1,4.5,1.3,0.4,0.4,0.8,2.2,6.7,No Awards,2010-11
Mario Chalmers,24.0,MIA,PG,70.0,28.0,22.6,2.2,5.5,40.0,1.2,3.3,36.36363636363637,1.0,2.2,45.45454545454545,50.909090909090914,0.8,0.9,88.8888888888889,0.2,1.9,2.1,2.5,1.1,0.1,1.3,2.3,6.4,No Awards,2010-11
Maurice Evans,32.0,2TM,SF,73.0,24.0,21.2,2.4,5.8,41.37931034482759,0.8,2.3,34.78260869565218,1.7,3.5,48.57142857142857,48.275862068965516,0.7,0.8,87.49999999999999,0.7,1.4,2.1,0.6,0.5,0.2,0.5,1.8,6.3,No Awards,2010-11
Dante Cunningham,23.0,2TM,PF,78.0,18.0,21.0,2.8,6.1,45.90163934426229,0.0,0.2,0.0,2.8,5.9,47.45762711864406,45.90163934426229,0.6,0.8,74.99999999999999,1.2,2.3,3.6,0.6,0.7,0.6,0.7,2.3,6.2,No Awards,2010-11
Ronnie Brewer,25.0,CHI,SG,81.0,1.0,22.0,2.5,5.3,47.16981132075472,0.1,0.3,33.333333333333336,2.5,4.9,51.02040816326531,48.113207547169814,1.1,1.6,68.75,0.7,2.6,3.2,1.7,1.3,0.3,0.7,1.0,6.2,No Awards,2010-11
Alonzo Gee,23.0,3TM,SG,56.0,34.0,20.0,2.2,4.7,46.808510638297875,0.3,0.9,33.33333333333333,1.9,3.8,50.0,50.0,1.3,1.6,81.25,1.1,2.1,3.3,0.7,0.7,0.3,1.0,1.7,5.9,No Awards,2010-11
Nick Collison,30.0,OKC,C,71.0,2.0,21.5,1.9,3.4,55.88235294117647,0.0,0.0,0.0,1.9,3.4,55.88235294117647,55.88235294117647,0.8,1.0,80.0,1.7,2.8,4.5,1.0,0.6,0.4,0.8,3.0,4.6,No Awards,2010-11
Kurt Thomas,38.0,CHI,PF,52.0,37.0,22.7,1.8,3.6,50.0,0.0,0.0,0.0,1.8,3.6,50.0,50.0,0.4,0.6,66.66666666666667,1.4,4.3,5.8,1.2,0.6,0.8,0.8,3.2,4.1,No Awards,2010-11
Steve Blake,30.0,LAL,PG,79.0,0.0,20.0,1.4,3.9,35.8974358974359,0.9,2.4,37.5,0.5,1.4,35.714285714285715,47.43589743589743,0.3,0.4,74.99999999999999,0.2,1.7,2.0,2.2,0.5,0.0,0.9,1.3,4.0,No Awards,2010-11
James Harden,22.0,OKC,SG,62.0,2.0,31.4,5.0,10.1,49.504950495049506,1.8,4.7,38.297872340425535,3.1,5.4,57.407407407407405,58.41584158415842,5.0,6.0,83.33333333333334,0.5,3.6,4.1,3.7,1.0,0.2,2.2,2.4,16.8,6MOY-1,2011-12
Jason Terry,34.0,DAL,SG,63.0,1.0,31.7,5.7,13.2,43.18181818181819,2.2,5.8,37.931034482758626,3.5,7.4,47.2972972972973,51.51515151515152,1.6,1.8,88.8888888888889,0.3,2.1,2.4,3.6,1.2,0.2,2.0,1.1,15.1,6MOY-3,2011-12
Lou Williams,25.0,PHI,PG,64.0,0.0,26.3,5.0,12.2,40.98360655737705,1.3,3.6,36.11111111111111,3.7,8.6,43.02325581395349,46.31147540983607,3.7,4.6,80.43478260869567,0.5,2.0,2.4,3.5,0.8,0.3,1.1,1.4,14.9,6MOY-2,2011-12
Jordan Crawford,23.0,WAS,SG,64.0,32.0,27.4,5.5,13.6,40.44117647058824,1.2,4.3,27.906976744186046,4.2,9.4,44.680851063829785,44.85294117647059,2.5,3.2,78.125,0.7,1.9,2.6,3.0,0.9,0.1,2.2,1.7,14.7,No Awards,2011-12
