Player,Age,Team,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,TS%,EFF,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Season,SMOY_Candidate,Pos_C,Pos_PF,Pos_PG,Pos_SF,Pos_SG,SMOY_Eligible
Jason Terry,33.0,DAL,82.0,10.0,31.3,6.0,13.3,45.11278195488722,1.5,4.3,34.88372093023256,4.5,9.0,50.0,50.751879699248114,2.2,2.6,84.61538461538461,54.69399058432567,16.34146341463414,0.3,1.6,1.9,4.1,1.1,0.2,2.0,1.7,15.8,6MOY-2,2010-11,1,0,0,0,0,1,1
Lamar Odom,31.0,LAL,82.0,35.0,32.2,5.8,10.9,53.21100917431192,0.8,2.2,36.36363636363637,4.9,8.7,56.32183908045978,56.88073394495413,2.0,3.0,66.66666666666666,58.91980360065466,23.902439024390247,2.1,6.5,8.7,3.0,0.6,0.7,1.7,2.4,14.4,6MOY-1,2010-11,1,0,1,0,0,0,1
Thaddeus Young,22.0,PHI,82.0,1.0,26.0,5.6,10.3,54.36893203883495,0.1,0.3,33.333333333333336,5.5,10.1,54.45544554455446,54.85436893203882,1.5,2.1,71.42857142857143,56.5751960085531,16.951219512195127,1.9,3.4,5.3,1.0,1.1,0.3,1.2,2.1,12.7,6MOY-3,2010-11,1,0,1,0,0,0,1
J.R. Smith,25.0,DEN,79.0,6.0,24.9,4.3,9.9,43.43434343434343,1.6,4.0,40.0,2.7,5.9,45.76271186440678,51.51515151515152,2.1,2.8,75.00000000000001,55.246137261947545,15.696202531645564,0.6,3.5,4.1,2.2,1.2,0.2,1.3,2.2,12.3,6MOY-10,2010-11,1,0,0,0,1,0,1
Ty Lawson,23.0,DEN,80.0,31.0,26.3,4.3,8.6,50.0,0.9,2.1,42.85714285714285,3.5,6.5,53.84615384615385,55.23255813953488,2.2,2.8,78.57142857142858,59.49959316517494,16.875,0.8,1.8,2.6,4.7,1.0,0.1,1.7,1.7,11.7,6MOY-11,2010-11,1,0,0,1,0,0,1
O.J. Mayo,23.0,MEM,71.0,17.0,26.3,4.3,10.5,40.95238095238095,1.4,3.7,37.83783783783783,2.9,6.8,42.64705882352941,47.61904761904761,1.4,1.8,77.77777777777777,50.03542330853702,12.816901408450706,0.5,1.9,2.4,2.0,1.0,0.4,1.4,1.8,11.3,6MOY-11,2010-11,1,0,0,0,0,1,1
Toney Douglas,24.0,NYK,81.0,9.0,24.3,3.9,9.3,41.93548387096774,1.8,4.7,38.297872340425535,2.1,4.6,45.65217391304349,51.61290322580645,1.0,1.3,76.92307692307692,53.6871961102107,13.456790123456791,0.8,2.2,3.0,3.0,1.1,0.0,1.1,2.2,10.6,6MOY-14,2010-11,1,0,0,0,0,1,1
JJ Redick,26.0,ORL,59.0,5.0,25.6,3.3,7.6,43.42105263157895,1.5,3.7,40.54054054054054,1.9,3.9,48.71794871794872,53.289473684210535,1.9,2.2,86.36363636363636,58.940242763772176,14.915254237288131,0.1,1.8,1.9,1.7,0.5,0.1,0.9,1.4,10.1,6MOY-15,2010-11,1,0,0,0,0,1,1
Tony Allen,29.0,MEM,72.0,31.0,20.8,3.5,6.8,51.47058823529412,0.1,0.3,33.333333333333336,3.4,6.5,52.30769230769232,52.20588235294118,1.9,2.5,76.0,56.32911392405063,14.30555555555556,1.0,1.7,2.7,1.4,1.8,0.6,1.2,2.2,8.9,"DPOY-4,6MOY-11",2010-11,1,0,0,0,0,1,1
Matt Bonner,30.0,SAS,66.0,1.0,21.7,2.6,5.6,46.42857142857144,1.6,3.5,45.71428571428572,1.0,2.1,47.61904761904761,60.71428571428572,0.5,0.7,71.42857142857143,61.7806364251862,13.484848484848488,0.9,2.7,3.6,0.9,0.4,0.3,0.4,1.7,7.3,6MOY-15,2010-11,1,0,1,0,0,0,1
James Harden,22.0,OKC,62.0,2.0,31.4,5.0,10.1,49.50495049504951,1.8,4.7,38.297872340425535,3.1,5.4,57.407407407407405,58.41584158415842,5.0,6.0,83.33333333333334,65.93406593406593,28.225806451612893,0.5,3.6,4.1,3.7,1.0,0.2,2.2,2.4,16.8,6MOY-1,2011-12,1,0,0,0,0,1,1
Jason Terry,34.0,DAL,63.0,1.0,31.7,5.7,13.2,43.18181818181819,2.2,5.8,37.93103448275863,3.5,7.4,47.2972972972973,51.51515151515152,1.6,1.8,88.8888888888889,53.95940537449972,20.31746031746032,0.3,2.1,2.4,3.6,1.2,0.2,2.0,1.1,15.1,6MOY-3,2011-12,1,0,0,0,0,1,1
Lou Williams,25.0,PHI,64.0,0.0,26.3,5.0,12.2,40.98360655737705,1.3,3.6,36.11111111111111,3.7,8.6,43.02325581395349,46.31147540983607,3.7,4.6,80.43478260869567,52.376265466816655,19.843750000000007,0.5,2.0,2.4,3.5,0.8,0.3,1.1,1.4,14.9,6MOY-2,2011-12,1,0,0,1,0,0,1
Jamal Crawford,31.0,POR,60.0,6.0,26.9,4.7,12.3,38.21138211382114,1.3,4.3,30.232558139534888,3.4,8.0,42.5,43.4959349593496,3.2,3.4,94.11764705882354,50.73934473760509,17.66666666666666,0.3,1.7,2.0,3.2,0.9,0.2,1.9,1.2,14.0,6MOY-11,2011-12,1,0,0,1,0,0,1
Carl Landry,28.0,NOH,41.0,8.0,24.4,4.4,8.8,50.0,0.0,0.1,0.0,4.4,8.8,50.0,50.0,3.6,4.5,80.0,57.97773654916512,30.0,1.9,3.3,5.2,0.9,0.3,0.3,1.6,2.2,12.5,6MOY-11,2011-12,1,0,1,0,0,0,0
J.R. Smith,26.0,NYK,35.0,1.0,27.6,4.7,11.6,40.51724137931035,1.9,5.5,34.54545454545455,2.8,6.1,45.90163934426229,48.70689655172414,1.1,1.6,68.75,50.79648894668401,33.71428571428571,0.8,3.1,3.9,2.4,1.5,0.2,1.3,2.5,12.5,6MOY-18,2011-12,1,0,0,0,0,1,0
Mike Dunleavy,31.0,MIL,55.0,3.0,26.3,4.3,9.2,46.73913043478261,1.5,3.8,39.47368421052632,2.8,5.4,51.85185185185185,54.891304347826086,2.1,2.6,80.76923076923077,59.454756380510446,22.18181818181819,0.5,3.2,3.7,2.1,0.5,0.1,1.1,1.6,12.3,6MOY-15,2011-12,1,0,0,0,1,0,1
Zach Randolph,30.0,MEM,28.0,8.0,26.3,4.7,10.2,46.07843137254902,0.1,0.3,33.333333333333336,4.6,9.9,46.46464646464646,46.5686274509804,2.1,3.1,67.74193548387098,50.15565548253199,51.07142857142858,2.8,5.3,8.0,1.7,0.8,0.1,1.4,2.0,11.6,6MOY-11,2011-12,1,0,1,0,0,0,0
Gary Neal,27.0,SAS,56.0,7.0,21.5,3.8,8.7,43.67816091954023,1.5,3.5,42.85714285714285,2.3,5.1,45.09803921568628,52.29885057471264,0.9,1.1,81.81818181818181,53.89808362369338,15.0,0.2,1.9,2.1,2.1,0.5,0.0,1.1,1.3,9.9,6MOY-15,2011-12,1,0,0,0,0,1,1
Andre Miller,35.0,DEN,66.0,7.0,27.4,3.7,8.4,44.04761904761904,0.3,1.3,23.07692307692308,3.4,7.1,47.887323943661976,45.83333333333333,2.1,2.6,80.76923076923077,50.81726739312656,19.54545454545455,0.8,2.5,3.3,6.7,1.0,0.1,2.7,2.0,9.7,6MOY-18,2011-12,1,0,0,0,0,1,1
C.J. Watson,27.0,CHI,49.0,25.0,23.7,3.3,8.9,37.07865168539325,1.4,3.5,40.0,1.9,5.4,35.18518518518518,44.9438202247191,1.7,2.1,80.95238095238095,49.36889250814332,18.3673469387755,0.4,1.7,2.1,4.1,0.9,0.2,2.0,2.1,9.7,6MOY-11,2011-12,1,0,0,1,0,0,0
George Hill,25.0,IND,50.0,9.0,25.5,3.4,7.6,44.73684210526316,1.1,2.9,37.93103448275863,2.3,4.7,48.93617021276595,51.97368421052632,1.8,2.3,78.26086956521739,55.7361820715281,21.800000000000004,0.6,2.4,3.0,2.9,0.8,0.3,1.0,2.0,9.6,6MOY-18,2011-12,1,0,0,1,0,0,1
Tyler Hansbrough,26.0,IND,66.0,0.0,21.8,2.9,7.3,39.72602739726028,0.0,0.0,0.0,2.9,7.2,40.27777777777777,39.72602739726028,3.4,4.2,80.95238095238095,50.83078268473984,13.484848484848486,1.7,2.7,4.4,0.5,0.8,0.1,1.0,2.4,9.3,6MOY-15,2011-12,1,0,1,0,0,0,1
Kyle Korver,30.0,CHI,65.0,7.0,22.6,2.7,6.3,42.85714285714286,1.8,4.2,42.85714285714285,0.9,2.2,40.90909090909091,57.14285714285715,0.8,1.0,80.0,60.08902077151335,12.92307692307692,0.4,2.0,2.4,1.7,0.6,0.2,0.8,1.7,8.1,6MOY-10,2011-12,1,0,0,0,0,1,1
J.R. Smith,27.0,NYK,80.0,0.0,33.5,6.6,15.6,42.30769230769231,1.9,5.5,34.54545454545455,4.7,10.2,46.07843137254902,48.3974358974359,3.0,3.9,76.92307692307693,52.26380226380228,20.125000000000007,0.8,4.5,5.3,2.7,1.3,0.3,1.7,2.8,18.1,6MOY-1,2012-13,1,0,0,0,0,1,1
Jamal Crawford,32.0,LAC,76.0,0.0,29.3,5.9,13.4,44.02985074626866,2.0,5.2,38.46153846153846,3.9,8.2,47.5609756097561,51.49253731343284,2.8,3.3,84.84848484848484,55.5480743334231,15.789473684210522,0.3,1.4,1.7,2.5,1.0,0.2,1.9,0.9,16.5,6MOY-2,2012-13,1,0,0,0,0,1,1
Ramon Sessions,26.0,CHA,61.0,0.0,27.1,4.5,11.1,40.54054054054054,0.5,1.8,27.77777777777778,4.0,9.3,43.01075268817204,42.7927927927928,4.8,5.7,84.21052631578947,52.9100529100529,20.819672131147545,0.4,2.3,2.8,3.8,0.8,0.1,1.7,1.5,14.4,6MOY-12,2012-13,1,0,0,0,0,1,1
JJ Redick,28.0,2TM,78.0,13.0,30.5,4.9,11.3,43.36283185840708,2.1,5.8,36.206896551724135,2.8,5.5,50.90909090909091,52.65486725663716,2.2,2.4,91.66666666666669,57.0573000971188,15.769230769230772,0.2,2.0,2.2,3.8,0.5,0.1,1.8,1.5,14.1,6MOY-14,2012-13,1,0,0,0,0,1,1
Gordon Hayward,22.0,UTA,72.0,27.0,29.2,4.7,10.7,43.925233644859816,1.4,3.4,41.17647058823529,3.3,7.3,45.20547945205479,50.46728971962617,3.4,4.1,82.92682926829269,56.38195777351248,18.194444444444446,0.7,2.4,3.1,3.0,0.8,0.5,1.7,1.7,14.1,6MOY-14,2012-13,1,0,0,0,1,0,1
Vince Carter,36.0,DAL,81.0,3.0,25.8,4.6,10.6,43.39622641509433,2.0,4.9,40.81632653061224,2.6,5.6,46.42857142857144,52.83018867924528,2.2,2.8,78.57142857142858,56.62609871534821,16.543209876543205,0.7,3.4,4.1,2.4,0.9,0.5,1.3,2.8,13.4,6MOY-14,2012-13,1,0,0,0,1,0,1
Jarrett Jack,29.0,GSW,79.0,4.0,29.7,4.9,10.8,45.37037037037037,1.0,2.6,38.46153846153846,3.9,8.3,46.98795180722891,50.0,2.1,2.5,84.00000000000001,54.20168067226891,17.9746835443038,0.3,2.8,3.1,5.6,0.8,0.1,2.0,1.7,12.9,6MOY-3,2012-13,1,0,0,0,0,1,1
Shane Battier,34.0,MIA,72.0,20.0,24.8,2.1,5.0,42.00000000000001,1.9,4.4,43.18181818181818,0.2,0.6,33.333333333333336,61.0,0.4,0.5,80.0,63.2183908045977,10.833333333333332,0.5,1.8,2.3,1.0,0.6,0.8,0.5,2.1,6.6,6MOY-12,2012-13,1,0,0,0,1,0,1
Luke Babbitt,23.0,POR,62.0,0.0,11.8,1.4,3.8,36.84210526315789,1.0,2.9,34.48275862068966,0.4,0.9,44.44444444444445,50.0,0.2,0.2,100.0,50.15432098765432,6.61290322580645,0.2,2.0,2.2,0.5,0.2,0.1,0.4,1.3,3.9,6MOY-14,2012-13,1,0,1,0,0,0,0
Jamal Crawford,33.0,LAC,69.0,24.0,30.3,6.1,14.7,41.49659863945578,2.3,6.5,35.38461538461538,3.8,8.2,46.34146341463415,49.31972789115647,4.0,4.7,85.1063829787234,55.46278625954199,20.144927536231886,0.5,1.8,2.3,3.2,0.9,0.2,2.0,1.7,18.6,6MOY-1,2013-14,1,0,0,0,0,1,1
Taj Gibson,28.0,CHI,82.0,8.0,28.7,5.2,10.9,47.70642201834863,0.0,0.1,0.0,5.2,10.8,48.14814814814815,47.70642201834863,2.6,3.4,76.47058823529413,52.43626976444013,17.682926829268293,2.4,4.4,6.8,1.1,0.5,1.4,1.8,2.5,13.0,6MOY-2,2013-14,1,0,1,0,0,0,1
Manu Ginóbili,36.0,SAS,68.0,3.0,22.8,4.3,9.2,46.73913043478261,1.3,3.8,34.21052631578947,3.0,5.4,55.55555555555555,53.80434782608696,2.4,2.8,85.71428571428572,58.95322085889572,20.000000000000004,0.4,2.5,3.0,4.3,1.0,0.3,2.0,1.9,12.3,6MOY-3,2013-14,1,0,0,0,0,1,1
Marco Belinelli,27.0,SAS,80.0,25.0,25.2,4.2,8.7,48.27586206896552,1.6,3.7,43.24324324324324,2.6,5.0,52.0,57.4712643678161,1.4,1.6,87.49999999999999,60.612505316886434,14.000000000000004,0.2,2.6,2.8,2.2,0.6,0.1,1.2,1.6,11.4,6MOY-11,2013-14,1,0,0,0,1,0,1
Andray Blatche,27.0,BRK,73.0,7.0,22.2,4.4,9.2,47.82608695652175,0.2,0.7,28.571428571428577,4.2,8.5,49.41176470588236,48.91304347826088,2.2,3.0,73.33333333333334,53.2319391634981,16.986301369863018,1.6,3.7,5.3,1.5,1.0,0.5,1.5,2.3,11.2,6MOY-13,2013-14,1,0,1,0,0,0,1
Tim Hardaway Jr.,21.0,NYK,81.0,1.0,23.1,3.6,8.5,42.35294117647059,1.6,4.4,36.36363636363637,2.0,4.1,48.78048780487806,51.76470588235295,1.3,1.6,81.25,55.41069100391134,9.012345679012345,0.2,1.3,1.5,0.8,0.5,0.1,0.6,1.8,10.2,"ROY-5,6MOY-13",2013-14,1,0,0,0,0,1,1
Patty Mills,25.0,SAS,81.0,2.0,18.9,3.8,8.2,46.34146341463415,1.7,3.9,43.58974358974359,2.1,4.3,48.83720930232558,56.70731707317073,0.9,1.0,90.0,59.02777777777778,11.97530864197531,0.4,1.7,2.1,1.8,0.8,0.1,0.8,1.4,10.2,6MOY-13,2013-14,1,0,0,1,0,0,0
Mo Williams,31.0,POR,74.0,0.0,24.8,3.8,9.1,41.75824175824176,1.1,3.0,36.66666666666667,2.7,6.0,45.0,47.8021978021978,1.1,1.2,91.66666666666669,50.37390943082675,12.837837837837837,0.6,1.5,2.1,4.3,0.7,0.1,2.0,2.7,9.7,6MOY-13,2013-14,1,0,0,1,0,0,1
Greivis Vásquez,27.0,2TM,79.0,23.0,22.5,3.5,8.3,42.16867469879518,1.4,3.7,37.83783783783783,2.1,4.7,44.680851063829785,50.60240963855421,1.2,1.4,85.71428571428572,53.835800807537005,12.405063291139244,0.3,1.9,2.2,4.1,0.4,0.1,1.6,1.8,9.6,6MOY-13,2013-14,1,0,0,1,0,0,1
Timofey Mozgov,27.0,DEN,82.0,30.0,21.6,3.5,6.6,53.03030303030303,0.0,0.3,0.0,3.4,6.4,53.125,53.03030303030303,2.4,3.2,74.99999999999999,58.6913086913087,15.487804878048784,2.1,4.4,6.4,0.8,0.3,1.2,1.5,2.6,9.4,6MOY-13,2013-14,1,1,0,0,0,0,1
Chris Andersen,35.0,MIA,72.0,0.0,19.4,2.5,3.8,65.78947368421053,0.0,0.2,0.0,2.4,3.7,64.86486486486486,65.78947368421053,1.7,2.3,73.91304347826087,68.5785536159601,15.694444444444446,1.8,3.5,5.3,0.3,0.4,1.3,0.7,2.3,6.6,6MOY-11,2013-14,1,1,0,0,0,0,0
Isaiah Thomas,25.0,2TM,67.0,1.0,25.8,5.0,11.9,42.01680672268908,1.9,5.2,36.53846153846153,3.1,6.7,46.26865671641791,50.0,4.5,5.2,86.53846153846153,57.79531998872286,21.194029850746272,0.5,1.8,2.3,4.2,0.9,0.1,2.1,2.2,16.4,6MOY-2,2014-15,1,0,0,1,0,0,1
Jamal Crawford,34.0,LAC,64.0,4.0,26.6,5.2,13.1,39.694656488549626,1.9,5.7,33.33333333333333,3.3,7.4,44.59459459459459,46.94656488549619,3.5,3.9,89.74358974358975,53.32073434125271,18.125,0.3,1.7,1.9,2.5,0.9,0.2,1.4,1.7,15.8,6MOY-3,2014-15,1,0,0,0,0,1,1
Lou Williams,28.0,TOR,80.0,0.0,25.2,4.7,11.6,40.51724137931035,1.9,5.6,33.92857142857143,2.8,6.0,46.66666666666666,48.70689655172414,4.3,4.9,87.75510204081631,56.33905205001454,14.875000000000002,0.3,1.6,1.9,2.1,1.1,0.1,1.3,1.3,15.5,6MOY-1,2014-15,1,0,0,0,0,1,1
Aaron Brooks,30.0,CHI,82.0,21.0,23.0,4.2,10.0,42.00000000000001,1.5,3.8,39.47368421052632,2.7,6.1,44.26229508196722,49.5,1.8,2.1,85.71428571428571,53.09410472354449,11.829268292682924,0.4,1.6,2.0,3.2,0.7,0.2,1.9,2.3,11.6,6MOY-11,2014-15,1,0,0,1,0,0,1
Anthony Morrow,29.0,OKC,74.0,0.0,24.4,3.9,8.3,46.98795180722891,1.9,4.4,43.18181818181818,1.9,3.9,48.71794871794872,58.43373493975903,1.1,1.2,91.66666666666669,60.6026280018124,13.378378378378375,0.5,2.1,2.6,0.8,0.7,0.1,0.5,1.8,10.7,6MOY-11,2014-15,1,0,0,0,0,1,1
Taj Gibson,29.0,CHI,62.0,17.0,27.3,4.1,8.2,50.0,0.0,0.0,0.0,4.1,8.2,50.0,50.0,2.1,3.0,70.0,54.09663865546219,21.61290322580646,2.6,3.8,6.4,1.1,0.6,1.2,1.2,2.6,10.3,6MOY-10,2014-15,1,0,1,0,0,0,1
Dennis Schröder,21.0,ATL,77.0,10.0,19.7,3.7,8.6,43.02325581395349,0.7,1.9,36.84210526315789,3.0,6.7,44.776119402985074,47.093023255813954,1.9,2.3,82.6086956521739,52.01831044527674,12.5974025974026,0.4,1.8,2.1,4.1,0.6,0.1,1.9,1.6,10.0,6MOY-11,2014-15,1,0,0,1,0,0,0
Chris Kaman,32.0,POR,74.0,13.0,18.9,3.8,7.4,51.35135135135135,0.0,0.0,0.0,3.8,7.4,51.35135135135135,51.35135135135135,1.0,1.4,71.42857142857143,53.64271457085829,15.4054054054054,2.0,4.5,6.5,0.9,0.2,0.7,1.5,1.9,8.6,6MOY-11,2014-15,1,1,0,0,0,0,0
Jrue Holiday,25.0,NOP,65.0,23.0,28.2,6.3,14.4,43.75,1.3,4.0,32.5,5.0,10.4,48.07692307692307,48.26388888888889,2.8,3.3,84.84848484848484,52.990158970476905,25.076923076923077,0.4,2.6,3.0,6.0,1.4,0.3,2.6,2.3,16.8,6MOY-16,2015-16,1,0,0,1,0,0,1
Jamal Crawford,35.0,LAC,79.0,5.0,26.9,4.8,11.9,40.33613445378151,1.5,4.4,34.090909090909086,3.3,7.5,44.0,46.63865546218487,3.1,3.4,91.1764705882353,53.000895789788,13.164556962025312,0.3,1.6,1.8,2.3,0.7,0.2,1.4,1.5,14.2,6MOY-1,2015-16,1,0,0,0,0,1,1
Darren Collison,28.0,SAC,74.0,15.0,30.0,5.1,10.5,48.57142857142856,1.2,2.9,41.37931034482759,3.9,7.6,51.31578947368421,54.285714285714285,2.6,3.1,83.87096774193549,59.00202292650033,18.918918918918923,0.4,1.9,2.3,4.3,1.0,0.1,1.8,1.9,14.0,6MOY-15,2015-16,1,0,0,1,0,0,1
Zach LaVine,20.0,MIN,82.0,33.0,28.0,5.3,11.7,45.2991452991453,1.5,3.9,38.46153846153847,3.8,7.8,48.71794871794872,51.70940170940172,2.0,2.5,80.0,54.6875,14.756097560975617,0.3,2.5,2.8,3.1,0.8,0.2,1.9,2.4,14.0,6MOY-14,2015-16,1,0,0,0,0,1,1
Enes Freedom,23.0,OKC,82.0,1.0,21.0,5.0,8.8,56.81818181818181,0.1,0.3,33.333333333333336,4.9,8.5,57.64705882352942,57.386363636363626,2.4,3.1,77.41935483870968,62.47540338449428,19.51219512195121,3.0,5.1,8.1,0.4,0.3,0.4,1.4,2.0,12.7,6MOY-3,2015-16,1,1,0,0,0,0,1
Mirza Teletović,30.0,PHO,79.0,1.0,21.3,4.2,9.8,42.85714285714285,2.3,5.8,39.655172413793096,1.9,4.0,47.5,54.59183673469386,1.5,2.0,75.0,57.11610486891384,13.41772151898734,0.7,3.1,3.8,1.1,0.4,0.3,1.1,2.0,12.2,6MOY-16,2015-16,1,0,1,0,0,0,1
J.J. Barea,31.0,DAL,74.0,16.0,22.5,4.3,9.6,44.79166666666667,1.4,3.5,40.0,2.9,6.1,47.54098360655738,52.083333333333336,1.0,1.3,76.92307692307692,53.57845064883995,14.054054054054053,0.4,1.7,2.1,4.1,0.4,0.0,1.5,1.5,10.9,6MOY-12,2015-16,1,0,0,1,0,0,1
Allen Crabbe,23.0,POR,81.0,8.0,26.0,3.8,8.4,45.238095238095234,1.4,3.5,40.0,2.5,4.9,51.02040816326531,53.57142857142857,1.2,1.4,85.71428571428572,57.12067435669921,11.85185185185185,0.3,2.3,2.7,1.2,0.8,0.2,0.8,2.4,10.3,6MOY-16,2015-16,1,0,0,0,0,1,1
Tristan Thompson,24.0,CLE,82.0,34.0,27.7,3.0,5.1,58.82352941176471,0.0,0.0,0.0,3.0,5.1,58.82352941176471,58.82352941176471,1.8,3.0,60.0,60.74766355140186,17.92682926829269,3.3,5.7,9.0,0.8,0.5,0.6,0.7,2.5,7.8,6MOY-10,2015-16,1,0,1,0,0,0,1
Andre Iguodala,32.0,GSW,65.0,1.0,26.6,2.7,5.7,47.36842105263158,0.8,2.4,33.333333333333336,1.9,3.3,57.57575757575758,54.38596491228071,0.8,1.3,61.53846153846154,55.80357142857143,17.07692307692308,0.8,3.2,4.0,3.4,1.1,0.3,1.2,1.6,7.0,6MOY-2,2015-16,1,0,0,0,1,0,1
Patrick Patterson,26.0,TOR,79.0,0.0,25.6,2.6,6.2,41.935483870967744,1.3,3.7,35.13513513513514,1.2,2.5,48.0,52.41935483870967,0.4,0.4,100.0,54.10915934755332,11.51898734177215,1.0,3.4,4.3,1.2,0.7,0.4,0.8,1.6,6.9,6MOY-16,2015-16,1,0,1,0,0,0,1
Boris Diaw,33.0,SAS,76.0,4.0,18.2,2.7,5.0,54.0,0.3,0.9,33.33333333333333,2.3,4.1,56.09756097560976,57.00000000000001,0.7,1.0,70.0,58.82352941176471,11.18421052631579,0.8,2.3,3.1,2.3,0.3,0.3,1.3,1.3,6.4,6MOY-12,2015-16,1,0,1,0,0,0,0
Shaun Livingston,30.0,GSW,78.0,3.0,19.5,2.6,4.9,53.06122448979592,0.0,0.2,0.0,2.6,4.7,55.319148936170215,53.06122448979592,1.0,1.2,83.33333333333334,58.03242446573322,11.538461538461538,0.5,1.6,2.2,3.0,0.7,0.3,1.0,1.8,6.3,6MOY-11,2015-16,1,0,0,1,0,0,0
Lou Williams,30.0,2TM,81.0,1.0,24.6,5.3,12.3,43.08943089430894,2.0,5.5,36.36363636363637,3.3,6.8,48.52941176470589,51.21951219512195,5.0,5.6,89.28571428571429,59.265781630994304,18.024691358024693,0.3,2.2,2.5,3.0,1.0,0.2,2.0,1.1,17.5,6MOY-3,2016-17,1,0,0,0,0,1,1
Eric Gordon,28.0,HOU,75.0,15.0,31.0,5.5,13.5,40.74074074074074,3.3,8.8,37.49999999999999,2.2,4.7,46.80851063829788,52.96296296296297,2.0,2.3,86.95652173913044,55.81587651598676,16.799999999999997,0.4,2.3,2.7,2.5,0.6,0.5,1.6,2.0,16.2,6MOY-1,2016-17,1,0,0,0,0,1,1
Tim Hardaway Jr.,24.0,ATL,79.0,30.0,27.3,5.3,11.5,46.08695652173913,1.9,5.3,35.84905660377358,3.4,6.3,53.96825396825397,54.34782608695652,2.1,2.7,77.77777777777779,57.140605296343,15.69620253164557,0.4,2.4,2.8,2.3,0.7,0.2,1.3,1.3,14.5,6MOY-10,2016-17,1,0,0,0,0,1,1
Tyler Johnson,24.0,MIA,73.0,0.0,29.8,4.9,11.3,43.36283185840708,1.3,3.4,38.235294117647065,3.6,7.9,45.56962025316456,49.115044247787615,2.7,3.5,77.14285714285715,53.34890965732088,19.58904109589041,0.7,3.3,4.0,3.2,1.2,0.6,1.2,2.4,13.7,6MOY-11,2016-17,1,0,0,1,0,0,1
Malcolm Brogdon,24.0,MIL,75.0,28.0,26.4,3.9,8.5,45.88235294117647,1.0,2.6,38.46153846153846,2.8,5.9,47.45762711864406,51.76470588235295,1.5,1.7,88.23529411764706,55.14705882352941,16.26666666666667,0.6,2.2,2.8,4.2,1.1,0.2,1.5,1.9,10.2,"ROY-1,6MOY-11",2016-17,1,0,0,0,0,1,1
Vince Carter,40.0,MEM,73.0,15.0,24.6,2.6,6.7,38.80597014925373,1.5,4.1,36.585365853658544,1.1,2.7,40.74074074074075,50.0,1.2,1.6,74.99999999999999,54.02485143165856,12.328767123287673,0.5,2.6,3.1,1.8,0.8,0.5,0.7,2.2,8.0,6MOY-11,2016-17,1,0,0,0,1,0,1
Andre Iguodala,33.0,GSW,76.0,0.0,26.3,2.9,5.5,52.72727272727272,0.8,2.3,34.78260869565218,2.0,3.1,64.51612903225806,60.0,0.9,1.3,69.23076923076923,62.58234519104085,16.710526315789473,0.7,3.3,4.0,3.4,1.0,0.5,0.8,1.3,7.6,6MOY-2,2016-17,1,0,0,0,1,0,1
Lou Williams,31.0,LAC,79.0,19.0,32.8,7.4,16.9,43.78698224852072,2.4,6.6,36.36363636363637,5.0,10.4,48.07692307692307,50.88757396449704,5.5,6.2,88.70967741935483,57.57081719991849,23.417721518987346,0.5,2.0,2.5,5.3,1.1,0.2,3.0,1.3,22.6,6MOY-1,2017-18,1,0,0,0,0,1,1
Eric Gordon,29.0,HOU,69.0,30.0,31.2,6.0,14.1,42.5531914893617,3.2,8.8,36.36363636363637,2.9,5.2,55.76923076923077,53.90070921985816,2.8,3.5,80.0,57.54475703324808,18.84057971014493,0.4,2.1,2.5,2.2,0.6,0.4,1.9,1.7,18.0,6MOY-2,2017-18,1,0,0,0,0,1,1
Rodney Hood,25.0,2TM,60.0,23.0,26.9,5.4,12.5,43.2,2.1,5.6,37.50000000000001,3.3,7.0,47.14285714285714,51.6,1.9,2.2,86.36363636363636,54.57380457380457,19.16666666666667,0.4,2.4,2.8,1.6,0.8,0.2,1.2,1.8,14.7,6MOY-12,2017-18,1,0,0,0,0,1,1
Marco Belinelli,31.0,2TM,80.0,2.0,24.3,4.2,9.6,43.75000000000001,1.9,4.9,38.77551020408163,2.4,4.6,52.17391304347826,53.645833333333336,1.9,2.0,95.0,57.72900763358778,12.75,0.3,1.6,1.9,1.9,0.8,0.2,1.2,1.1,12.1,6MOY-12,2017-18,1,0,0,0,0,1,1
J.J. Barea,33.0,DAL,69.0,11.0,23.2,4.4,10.0,44.00000000000001,1.7,4.5,37.77777777777778,2.7,5.5,49.09090909090909,52.5,1.2,1.5,80.0,54.40900562851783,19.275362318840585,0.2,2.7,2.9,6.3,0.5,0.0,2.1,1.2,11.6,6MOY-12,2017-18,1,0,0,1,0,0,1
Dwyane Wade,36.0,2TM,67.0,3.0,22.9,4.5,10.2,44.117647058823536,0.5,1.7,29.411764705882355,4.0,8.5,47.05882352941176,46.5686274509804,2.0,2.8,71.42857142857143,49.86004198740378,17.313432835820887,0.7,3.0,3.8,3.4,0.9,0.7,2.1,1.9,11.4,6MOY-10,2017-18,1,0,0,0,0,1,1
Terry Rozier,23.0,BOS,80.0,16.0,25.9,4.0,10.0,40.0,1.9,5.0,38.0,2.0,5.0,40.0,49.5,1.4,1.9,73.68421052631578,52.14101144333703,15.749999999999996,0.8,3.9,4.7,2.9,1.0,0.2,1.0,1.5,11.3,6MOY-10,2017-18,1,0,0,1,0,0,1
